cell_id,lon,lat,cluster_region,aridity_index,aridity_tier,kge_mean,kge_std,r_mean,r_std,alpha_mean,alpha_std,beta_mean,beta_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,nrmse_mean,nrmse_std
1889,-98.5,36.5,Mixed-Humid,0.49010229110717773,Semi-Arid,0.7460327087370012,0.024895250503751902,0.7836434686821135,0.01922713356914317,0.8742015320016396,0.03141052321998028,1.0092247989979206,0.03856262457022841,0.6022291971025201,0.03229717137687823,14.57270048229699,0.5859989295626129,10.828571168749752,0.2305183512250159,0.6302831960033431,0.02534501265760211
1890,-97.75,36.5,Mixed-Humid,0.5618322491645813,Sub-Humid,0.6483884865224615,0.043363823793495244,0.7911636850222529,0.02179572847854873,0.7186122574094729,0.04215053964021928,0.9912184219715255,0.024104763982308774,0.6188861066980953,0.035543492772288555,12.161821369930388,0.5545889016496763,9.104882416373197,0.32643365575357236,0.6168313751247456,0.02812801014158047
1891,-97.5,36.5,Mixed-Humid,0.6077390909194946,Sub-Humid,0.6492930346026313,0.03347510838746581,0.8177614904205537,0.01658357288353404,0.7028440859733812,0.032180439526063635,0.9708668617176135,0.024548779511924863,0.6521327691449272,0.028902184418724705,11.622134887180128,0.48070947297822025,8.762350494173749,0.27890635090035465,0.5893995103574992,0.024378475275665883
1892,-97.25,36.5,Mixed-Humid,0.6116008758544922,Sub-Humid,0.631057166628308,0.033956196351552684,0.8432215198756005,0.01352557002078424,0.6738209304472876,0.029206002601343845,0.9304187078152133,0.022323030162263068,0.6711110325090254,0.03165511887780107,11.13513352166558,0.5447156718310446,8.301388112929123,0.30057354546004494,0.572940255673608,0.0280274624171384
1893,-96.75,36.5,Mixed-Humid,0.6526405811309814,Humid,0.6238366562407778,0.03683133954270418,0.8820594906987882,0.007412453041316336,0.6544442274326807,0.03491013594484947,0.9103862305959259,0.016423544420736454,0.7121390600726561,0.026494027624740797,9.085510257314297,0.4161442734294884,6.265947409071641,0.16028702239365794,0.5360770669728865,0.024553976080545187
1894,-96.5,36.5,Mixed-Humid,0.699519157409668,Humid,0.6106124903326957,0.025815775204945747,0.8818701541103188,0.003683154151177467,0.6443508114559646,0.0215337098283758,0.8954815257811142,0.02260712837461329,0.7042422037650095,0.020510738601446057,8.499785875705712,0.2908804686922377,5.636516522088006,0.10845618506160568,0.5435815981235002,0.01860250038610663
1895,-96.25,36.5,Mixed-Humid,0.7151063084602356,Humid,0.6241142796362775,0.034904081288044744,0.8705440049645242,0.006693288832128247,0.6646692412955154,0.025583854094276492,0.8947377876313374,0.04212389441490799,0.6962202021943357,0.030578706405890565,8.330366213503495,0.4100114445306659,5.658729865175525,0.15410838517370998,0.5506289234327353,0.02710134878957158
1896,-96.0,36.5,Mixed-Humid,0.721161961555481,Humid,0.5731763649284205,0.02500106353057322,0.8635943557437991,0.01087914936741413,0.6194498643468793,0.01938207420583375,0.8650665629156211,0.028532951799185257,0.6581602450347208,0.02098832124325922,8.986518694128694,0.27285131360610704,6.01558559312465,0.15995144364967015,0.5844551613434105,0.017745398851794224
1897,-95.75,36.5,Mixed-Humid,0.753476619720459,Humid,0.5595616306216507,0.016970979053241544,0.8606955373962062,0.02452410667366899,0.6206487349519502,0.01380007043124176,0.8276070771715076,0.026230566301616312,0.6397809743812166,0.023873460654609515,8.032600666696307,0.26622689621180545,5.358694779938443,0.16613578454979722,0.5999189522881638,0.019883294000721734
1898,-95.5,36.5,Mixed-Humid,0.8017585277557373,Humid,0.6368351795329241,0.025332707276460302,0.8758040628288623,0.013165346415599919,0.6867377160528505,0.02599233545323399,0.866757536431406,0.02267978011832514,0.7044418417977407,0.013710942176402417,7.078440444135488,0.1641332507542013,4.944202805891241,0.10855794908753326,0.5435357228580108,0.012603381464858248
1899,-95.25,36.5,Mixed-Humid,0.8172638416290283,Humid,0.6234135354237406,0.03384291545387525,0.8652334355895409,0.011662717004769722,0.6927537325764324,0.02583053485373181,0.8305350364894682,0.03182730073835111,0.6770357998591428,0.02502936722590754,6.136557663326935,0.23729508154171813,4.426195349844492,0.17286450848537863,0.5679597868647088,0.021962486353205756
1900,-95.0,36.5,Mixed-Humid,0.8381778597831726,Humid,0.6763705459211863,0.04197898595128043,0.8714300185630286,0.012032912942441007,0.7501460459093692,0.032627327794921876,0.8408213253034109,0.03322754818344037,0.7065873591069463,0.03140375044404116,5.647063262212908,0.2978737704992706,4.172714203299325,0.17849990176036284,0.5410739125968331,0.028540804127781885
