units,n,kge,r,alpha,beta,r2,rmse,mae,nrmse,group,aridity_tier,month,seed
fwi,9741,0.7941406142055555,0.839795773904711,0.8718684506395491,0.9828244732434254,0.7030978591013782,17.821707708001487,13.159793639861505,0.5448872735700676,Arid|10,Arid,10,3
fwi,10314,0.702581108268461,0.7478452048538644,0.8429611943804969,0.9853449676483713,0.549309549428175,15.962624137666793,12.150722473680057,0.6713348274682499,Arid|11,Arid,11,3
fwi,9741,0.5929127443186063,0.7310990159501655,0.7061887083420757,1.0841856247202646,0.5206813040800791,16.438871790616716,11.968521032180043,0.69232845956231,Arid|12,Arid,12,3
fwi,9168,0.600033493009599,0.6817785490387005,0.8374265446261098,1.1796613104426812,0.3589453801959883,18.35337309701615,14.355912937291949,0.8006588660622023,Arid|2,Arid,2,3
fwi,10314,0.698124494814162,0.8000108453216035,0.8515087144905509,1.1705388424083396,0.5622197364248498,18.000941924546364,14.160077353377892,0.6616496531965768,Arid|3,Arid,3,3
fwi,10314,0.5516002626463978,0.7310297777667085,0.647464810032426,0.933394565949319,0.5046652992041402,26.383407132251524,18.318672615113716,0.7038001852769433,Arid|4,Arid,4,3
fwi,9741,0.6805186197517609,0.7514448889943528,0.8028803073862758,0.9621511439781697,0.5471701553965393,18.720460399960363,14.339766556891954,0.672926329254147,Arid|5,Arid,5,3
fwi,9741,0.7399518747504472,0.799169374341861,0.8366097383207524,0.9755928364623317,0.630491710088448,17.018436718482853,13.190047456875076,0.6078719354531446,Arid|6,Arid,6,3
fwi,10314,0.8439669590183889,0.8904907221150508,0.8889404370610327,1.004449878076041,0.7928557291568157,12.414952769318374,9.646945407462987,0.45513104798858134,Arid|7,Arid,7,3
fwi,10314,0.8314400183359693,0.8386780868763911,0.9625159650320878,1.031347326636278,0.6808111372509746,12.749219313987027,9.824379090163873,0.5649680192267746,Arid|8,Arid,8,3
fwi,9741,0.7862551886258564,0.8119791741465452,0.8983744255284837,1.002693705271055,0.6517999444643742,15.028514992982585,11.096991251746841,0.5900847867346063,Arid|9,Arid,9,3
fwi,4658,0.4977655678603943,0.6469829194098133,0.6434024572694562,1.0213672215487128,0.41808168064063267,5.199696800093195,3.603329335187402,0.7628357092843565,Humid|1,Humid,1,3
fwi,4658,0.5214334708782451,0.8259569901905125,0.6136364868575958,0.7776080279228645,0.5713900258923572,10.313814360060727,6.919505584359701,0.654683109685627,Humid|10,Humid,10,3
fwi,4932,0.2828468463689614,0.5275408715693587,0.48926107512543715,0.8261127711892607,0.2416632374220169,9.84559538817886,6.297339174259134,0.8708253341388175,Humid|11,Humid,11,3
fwi,4658,0.5580543372516331,0.628705957125509,0.7799306707419729,1.0950062780448269,0.36129225619707894,5.489583835051331,3.601311008988532,0.7991919317679083,Humid|12,Humid,12,3
fwi,4384,0.5331105519043253,0.6192674672852554,0.7300737196393028,0.9870270108942536,0.3709893110998582,4.300109377897644,2.7385786613976424,0.7931019410518056,Humid|2,Humid,2,3
fwi,4932,0.5386472029523992,0.6481154884840998,0.7116231985284639,0.9234329426456308,0.40443921079709744,5.790708118857695,3.9467065751535326,0.7717258510655857,Humid|3,Humid,3,3
fwi,4932,0.627871809885461,0.6986297756328129,0.8214766610573057,0.8743624451227038,0.43092559865215185,6.135806503310304,4.158005526975574,0.7543702017894449,Humid|4,Humid,4,3
fwi,4658,0.6858176676258869,0.8300452987620947,0.7443555072281822,0.9331282509679009,0.6754211160724977,5.9924717461262835,3.848852445169931,0.5697182496001881,Humid|5,Humid,5,3
fwi,4658,0.6595660714430209,0.8080078909411541,0.762016628674325,0.8503397021774296,0.6032308821909604,7.973656690889994,5.756648289703738,0.6298961166803931,Humid|6,Humid,6,3
fwi,4932,0.7539284736575298,0.8560876165786377,0.8972351500842158,0.8288865651204378,0.6422470699961297,7.603595039476497,5.926268573153768,0.5981245104523558,Humid|7,Humid,7,3
fwi,4932,0.6193989641893627,0.7392899902115634,0.8355541541684716,0.7767400549919522,0.2792686657971808,9.809351806204937,7.814115616141141,0.8489589708594988,Humid|8,Humid,8,3
fwi,4658,0.5884023058322514,0.8717485746087581,0.7040253323433853,0.744337664418713,0.5973082511173198,10.985066528909966,8.016291576954252,0.6345799783184781,Humid|9,Humid,9,3
fwi,16507,0.5998985363202745,0.6676458714222465,0.794099589124443,1.0850113831040153,0.4091157093015656,12.982961763468252,9.90369558808587,0.7686899834773668,Semi-Arid|1,Semi-Arid,1,3
fwi,16507,0.7310062214912398,0.8586503995881869,0.7752956330671645,0.9565731555238665,0.7253755003518876,16.660839265409674,12.599854228707724,0.5240462762467762,Semi-Arid|10,Semi-Arid,10,3
fwi,17478,0.5828555887408893,0.6927790997078348,0.7184142729353117,0.9817173146985336,0.4781163844869568,15.077590661292962,11.739654363485577,0.7224151268578498,Semi-Arid|11,Semi-Arid,11,3
fwi,16507,0.5003644590849147,0.7133140536952957,0.592333830129593,1.0354278969186503,0.49265774665081974,21.141835815436266,12.84472916451944,0.7122796173899547,Semi-Arid|12,Semi-Arid,12,3
fwi,15536,0.5901489721031455,0.6564592316820146,0.7946567995860077,1.0882710349737412,0.39228170852187483,14.672844940550906,10.87188790495267,0.7795628848772401,Semi-Arid|2,Semi-Arid,2,3
fwi,17478,0.6895985951984623,0.7266544017904771,0.8782555249604916,1.082519687587876,0.48627853498422613,16.623507264917833,12.405880762751519,0.7167436536278322,Semi-Arid|3,Semi-Arid,3,3
fwi,17478,0.6375924441669286,0.7682686865805675,0.7332265871546131,0.9195526190318776,0.5647102858826087,22.553425428234362,15.527633401050313,0.6597648930622114,Semi-Arid|4,Semi-Arid,4,3
fwi,16507,0.8176801783218901,0.8817891032808018,0.8620644676447173,0.9844922539534064,0.7763286299686414,15.368703609734217,11.58547362189963,0.4729390764478641,Semi-Arid|5,Semi-Arid,5,3
fwi,16507,0.8191795123096518,0.8842376229067171,0.8615359093734465,0.9889177427728136,0.7808147306068035,14.748753869094145,11.338332059178828,0.4681722646560735,Semi-Arid|6,Semi-Arid,6,3
fwi,17478,0.8092249581457822,0.8521349565115774,0.880065151159871,0.9878889495773133,0.7245638630988849,11.698192212605711,9.050117950691234,0.5248200995589967,Semi-Arid|7,Semi-Arid,7,3
fwi,17478,0.7799043167605509,0.8000885012720135,0.908532999756737,0.9894505771025586,0.6274759239289605,11.114981998410833,8.760318216830996,0.6103475043539045,Semi-Arid|8,Semi-Arid,8,3
fwi,16507,0.7953504294429993,0.8278094736844184,0.8907349444770348,0.9828822601406856,0.6799005184363565,13.158453534426952,10.047188458628444,0.5657733482266936,Semi-Arid|9,Semi-Arid,9,3
fwi,2839,0.5369182618142262,0.6419060316298475,0.714168986736168,1.0671865902888729,0.39581213977821283,7.659796862881498,6.0339587466529885,0.7772952207635059,Sub-Humid|1,Sub-Humid,1,3
fwi,2839,0.6151688997005298,0.847855379200298,0.6771854014122762,0.8559940103396302,0.6456910870220998,12.88909285215155,9.758883544287379,0.5952385345203218,Sub-Humid|10,Sub-Humid,10,3
fwi,3006,0.33711452462560343,0.6081446121829494,0.4799263514600093,0.8759439296310306,0.32145206503923485,13.62756243795793,9.299961815698351,0.8237402108436646,Sub-Humid|11,Sub-Humid,11,3
fwi,2839,0.6429593233083204,0.6860223196381878,0.8513381231843088,1.0824360808669629,0.4293996944096171,9.731358671970797,6.929736790607887,0.7553809009965655,Sub-Humid|12,Sub-Humid,12,3
fwi,2672,0.578550466716873,0.6382942262854813,0.8319301452697162,1.1361659513134184,0.31262337444527366,6.377233620959792,4.822540418523206,0.829081796661057,Sub-Humid|2,Sub-Humid,2,3
fwi,3006,0.5024606384155332,0.6655547308272453,0.6387004308754253,0.9282058525766963,0.42689630016538593,9.814848030394698,7.349976346346332,0.7570361284870188,Sub-Humid|3,Sub-Humid,3,3
fwi,3006,0.7459976769735999,0.7845520772557789,0.8981237635058816,0.9121330259665082,0.5689405478309344,9.149104696614817,7.305544432902372,0.6565511801596776,Sub-Humid|4,Sub-Humid,4,3
fwi,2839,0.8063841700403371,0.8860169613022497,0.8462721658872226,0.97062808281384,0.781865425059873,8.18414366031786,6.227028174485319,0.46704879289012935,Sub-Humid|5,Sub-Humid,5,3
fwi,2839,0.7494402490407872,0.845662921385222,0.8159220052399611,0.9287571280020123,0.7006826584323267,11.073625485728977,8.323031506532455,0.5470990235484554,Sub-Humid|6,Sub-Humid,6,3
fwi,3006,0.7765584537622693,0.8589059866527103,0.8448212430687223,0.9229405594367164,0.7117554881249519,9.425783308443625,7.502763693193646,0.5368840767568434,Sub-Humid|7,Sub-Humid,7,3
fwi,3006,0.6820105254488615,0.7395431322093728,0.8476538149870629,0.8996497839663071,0.44462910985027393,10.282854965507907,7.916782247294715,0.7452321048839254,Sub-Humid|8,Sub-Humid,8,3
fwi,2839,0.7264284177014031,0.9054436080838054,0.7934812226275376,0.8475188733589224,0.7393979266240558,11.517538210962401,8.81345621418292,0.5104919914905074,Sub-Humid|9,Sub-Humid,9,3
fwi,9741,0.6398167142500488,0.745561897618376,0.7601843746253777,1.086496920270308,0.5359044028963066,14.581330093801926,11.215784725240006,0.6812456217134121,Arid|1,Arid,1,4
fwi,9741,0.7934883182616331,0.8198988101130346,0.8994884593024286,1.0103954933653103,0.6654854398400509,18.91690857110798,14.020730146321005,0.5783723369594617,Arid|10,Arid,10,4
fwi,10314,0.6964114169523126,0.7297011959390298,0.8639198427705885,1.024223440889571,0.5119469889744284,16.61110822870564,12.77657361048187,0.6986079093637372,Arid|11,Arid,11,4
fwi,9741,0.6012812350482342,0.7415329985449778,0.7156919182978899,1.1064912079111575,0.5280755772507607,16.311580751103232,11.984931498210635,0.6869675558199523,Arid|12,Arid,12,4
fwi,9168,0.5647240095578312,0.6824783996602912,0.7478006648374257,1.1582425875568165,0.398167228333981,17.783051756514098,13.821898248116911,0.7757788162008672,Arid|2,Arid,2,4
fwi,10314,0.6598281548063881,0.7790779463290843,0.7849205876675697,1.1437051733758674,0.5535700500894929,18.17790389041254,14.288765609237009,0.6681541363416881,Arid|3,Arid,3,4
fwi,10314,0.5209911728490692,0.6862878706223802,0.6411120081005174,0.9527393859516535,0.4574929996290371,27.61112968251189,19.249112051967664,0.7365507452789406,Arid|4,Arid,4,4
fwi,9741,0.7027053250259255,0.7760353363801191,0.8048373178724176,1.0116396186510745,0.5999965180518116,17.594660454735884,13.84809983918385,0.6324582847494278,Arid|5,Arid,5,4
fwi,9741,0.7479881596292259,0.7993170273876126,0.8491247030397654,1.0217475736044581,0.6310454317487852,17.005680563482784,13.457515950737182,0.6074163055526373,Arid|6,Arid,6,4
fwi,10314,0.8478593698147842,0.8900299345653829,0.9059096507949727,1.046908019015267,0.7790561851614088,12.821815779490967,10.100909264985411,0.47004660921933167,Arid|7,Arid,7,4
fwi,10314,0.8304146194605926,0.8490562319653752,0.9839867462994778,1.0756224562555838,0.6605906762662594,13.146847083514453,10.253530993603315,0.5825884685897418,Arid|8,Arid,8,4
fwi,9741,0.7932353818040194,0.8086318874224384,0.9279092855597347,1.0305414753691349,0.6337327716901833,15.413479242818415,11.552787094605797,0.6052001555764975,Arid|9,Arid,9,4
fwi,4658,0.4604851876060455,0.6291424779758268,0.6126178465210719,0.941042402384408,0.39179833235303996,5.3158266341475215,3.527177562329323,0.779872853513289,Humid|1,Humid,1,4
fwi,4658,0.5573798243273783,0.8241266144871975,0.6556353397047312,0.7846069803348963,0.5891328530815294,10.098081738582444,6.78226747687962,0.640989194073091,Humid|10,Humid,10,4
fwi,4932,0.275985957002017,0.583408500842439,0.4444162594156044,0.7951230503785449,0.27222268017153783,9.645176685814905,5.990596128122388,0.8530986577345333,Humid|11,Humid,11,4
fwi,4658,0.5758513323672563,0.6747618046023628,0.7318021614808536,1.0468201657705083,0.4493516806389767,5.0971274161763205,3.419794367333405,0.7420568168011283,Humid|12,Humid,12,4
fwi,4384,0.54519976614695,0.6430825063048947,0.7183271953575958,0.9893423017458992,0.4077415865382541,4.172593807021253,2.738593142952411,0.7695832725974142,Humid|2,Humid,2,4
fwi,4932,0.5737931170736976,0.7185345878500019,0.6818942003513225,0.964811521106163,0.5125033462593174,5.2390729529677165,3.6844044826968694,0.6982096058782653,Humid|3,Humid,3,4
fwi,4932,0.6812520653674486,0.7980808743079604,0.7761069012572853,0.8965553633692662,0.607932526532738,5.092928009723725,3.625485000570842,0.6261529154026689,Humid|4,Humid,4,4
fwi,4658,0.73776560936341,0.8664218811957847,0.7745298793387944,0.990673344742514,0.7421219125753094,5.341375180195857,3.8236897283809403,0.5078169822137605,Humid|5,Humid,5,4
fwi,4658,0.7340209073629698,0.8376420860055958,0.8043274629378738,0.9219164311581853,0.6875960152366698,7.075332995573803,5.34382167276516,0.5589311091389798,Humid|6,Humid,6,4
fwi,4932,0.8189454053980287,0.866839368758967,0.9188563169646267,0.9079961130308689,0.7229907268099763,6.690745842748208,5.312624130141995,0.5263167042665695,Humid|7,Humid,7,4
fwi,4932,0.6728477236955878,0.7516842233447448,0.8554724358530119,0.8435401963538425,0.42754230301199236,8.742292000078779,6.883942504937996,0.7566093423874751,Humid|8,Humid,8,4
fwi,4658,0.6364796614362359,0.879694810193814,0.7295419274962505,0.788987846623073,0.6596899863549837,10.098426065291115,7.310728208317527,0.5833609634223192,Humid|9,Humid,9,4
fwi,16507,0.5912220942563233,0.6711913363600565,0.7732311074715925,1.0869488833794905,0.41848918176773486,12.879572715201611,9.732857225658734,0.7625685662497932,Semi-Arid|1,Semi-Arid,1,4
fwi,16507,0.7434546010685276,0.8337785173030738,0.809468628802192,0.95659773056133,0.6896442626643732,17.71157263010275,13.2345178782273,0.5570958062448746,Semi-Arid|10,Semi-Arid,10,4
fwi,17478,0.527040822016124,0.6526749884308223,0.6807526500395957,0.9662827948828278,0.42121922772363407,15.878232789639362,12.24304617520226,0.760776427261233,Semi-Arid|11,Semi-Arid,11,4
fwi,16507,0.44885621755956073,0.7055586106807362,0.534356392918876,1.015484455527266,0.4682118195377277,21.64519582876532,12.845742397908666,0.7292380821530594,Semi-Arid|12,Semi-Arid,12,4
fwi,15536,0.5587635904584021,0.6399962467369877,0.7613958638389178,1.0903046673684627,0.37438730654279484,14.887300333931249,11.076795330798545,0.7909568214872447,Semi-Arid|2,Semi-Arid,2,4
fwi,17478,0.6681455418327575,0.7363285587762478,0.8092783797842865,1.0650385737140398,0.5252012606437466,15.98135430725504,12.010968674750231,0.6890564123177823,Semi-Arid|3,Semi-Arid,3,4
fwi,17478,0.6129833881541065,0.7464036471845845,0.7162261034589973,0.9296926509863257,0.5376485820704395,23.2439218505564,15.974436839347996,0.6799642769510473,Semi-Arid|4,Semi-Arid,4,4
fwi,16507,0.8462822475193189,0.8868565414694555,0.9007993230290995,1.0314154565138554,0.7828961693598389,15.141391170678977,11.667427726160549,0.46594402092972625,Semi-Arid|5,Semi-Arid,5,4
fwi,16507,0.8403291311352085,0.8876135859017206,0.8945939558452003,1.041876558428361,0.7800119627456941,14.775737900850793,11.48703865218326,0.46902882347922487,Semi-Arid|6,Semi-Arid,6,4
fwi,17478,0.8488080626884795,0.8590774056935361,0.9610546166712963,1.0385107963995401,0.7196265586197381,11.802573939349664,9.128557188151811,0.5295030135705197,Semi-Arid|7,Semi-Arid,7,4
fwi,17478,0.7897738752918547,0.7917468311675311,0.9950213758214631,1.0282993724723488,0.5790266181334264,11.815685116385332,9.26038387351982,0.6488246156447623,Semi-Arid|8,Semi-Arid,8,4
fwi,16507,0.7974797599911887,0.8222001215365047,0.9030384700000387,1.0003354573884184,0.6694776603869476,13.370965707301375,10.297571432257111,0.5749107231675649,Semi-Arid|9,Semi-Arid,9,4
fwi,2839,0.5226212039869733,0.6601892246699982,0.6680169918863217,1.0469726960719021,0.4304072700707574,7.437268722493004,5.951412349944585,0.7547136741369158,Sub-Humid|1,Sub-Humid,1,4
fwi,2839,0.6093111718763816,0.8161128586162777,0.6868968029014794,0.8558137745101354,0.605193686058418,13.605777305397497,10.337705344149514,0.6283361472504841,Sub-Humid|10,Sub-Humid,10,4
fwi,3006,0.24157781450846183,0.5590557298370035,0.41087456329855615,0.8164146468600599,0.22062044957826665,14.605028782790644,9.901173221915286,0.8828247563484688,Sub-Humid|11,Sub-Humid,11,4
fwi,2839,0.561843292516142,0.6823671409061509,0.7000437157184366,1.0334199739221939,0.4630283396851931,9.440242762575624,6.699458410064772,0.7327835016666294,Sub-Humid|12,Sub-Humid,12,4
fwi,2672,0.558684665283237,0.6449466412959489,0.779280772420915,1.1413483629407608,0.3361645142727573,6.267079144322897,4.68403490475031,0.8147609991446833,Sub-Humid|2,Sub-Humid,2,4
fwi,3006,0.48413891331954095,0.6802901514686246,0.6004403994555284,0.934804914940378,0.443764445730627,9.669329193155969,7.102888489235227,0.7458120100061226,Sub-Humid|3,Sub-Humid,3,4
fwi,3006,0.7375294306891488,0.7971858091444725,0.8446199880313773,0.9398813205184058,0.6174872053159308,8.61852596434662,6.740839411317244,0.6184761876451422,Sub-Humid|4,Sub-Humid,4,4
fwi,2839,0.8540347345178355,0.893025583441372,0.9426583162801172,1.0810818366675843,0.7829834370188419,8.163143493820117,6.3932433391222006,0.4658503654406188,Sub-Humid|5,Sub-Humid,5,4
fwi,2839,0.8089459237037648,0.8579927927818581,0.8742430787240345,1.0228212602347455,0.7344942393644444,10.42943702103901,8.048202292189806,0.5152725110420269,Sub-Humid|6,Sub-Humid,6,4
fwi,3006,0.8382415499490701,0.8688969561782071,0.9056275040174834,1.0084628639106459,0.7533220283181421,8.719711422194338,6.838458567486178,0.49666686187207804,Sub-Humid|7,Sub-Humid,7,4
fwi,3006,0.6735299180203427,0.7106807467129524,0.8564232184873889,0.9524311875730603,0.4634666286757586,10.106959463265314,7.7516363523683465,0.7324843829900003,Sub-Humid|8,Sub-Humid,8,4
fwi,2839,0.7358518253414256,0.9010247726313926,0.7889077286688213,0.875829892779972,0.7542521095082815,11.184475632964775,8.651026930259235,0.49572965464224406,Sub-Humid|9,Sub-Humid,9,4
