epoch,train_loss_std,val_rmse_fwi
0,0.3307819910850231,14.83257774511863
1,0.26332203981720054,14.576241824219132
2,0.24238334031319736,14.430062187143413
3,0.22994534482757195,14.601323769164011
4,0.22150446713517086,14.492708267541113
5,0.21454661085218246,14.889759506961694
6,0.20989316190641288,14.883177368299345
7,0.20494074538592497,14.698954889567437
8,0.20150878667606317,14.591953980339145
9,0.19803440229601452,15.025490828961523
10,0.1951412066830418,14.694217867799082
