cell_id,centroid_mean,lon,lat
118,30.10148656891229,-99.0,29.25
119,30.13746008133659,-98.75,29.25
120,30.127900904664646,-98.5,29.25
121,30.11404562531299,-98.0,29.25
122,30.191891853829684,-97.75,29.25
123,30.24769730184702,-97.5,29.25
124,30.19701178531306,-97.25,29.25
125,30.495072339797982,-97.0,29.25
126,30.615533506403715,-96.75,29.25
127,30.715086933402254,-96.5,29.25
128,30.770276807067255,-96.25,29.25
129,30.92650073423507,-96.0,29.25
130,30.959756852514918,-95.75,29.25
131,30.965307402966292,-95.5,29.25
132,30.3144438941963,-104.0,29.5
133,30.297716989826696,-103.75,29.5
134,29.928177093616867,-103.5,29.5
135,30.125587918038946,-103.25,29.5
136,30.412558523248524,-103.0,29.5
137,29.93234135593789,-101.0,29.5
138,29.783239676406644,-100.75,29.5
139,29.869458336615935,-100.5,29.5
140,29.839547591991366,-100.25,29.5
141,29.891963531189294,-100.0,29.5
142,29.991811510558293,-99.75,29.5
143,30.06649209747915,-99.5,29.5
144,30.16318824157441,-99.25,29.5
145,30.217814685662653,-99.0,29.5
146,30.33484613062823,-98.75,29.5
147,30.089745957308107,-98.25,29.5
148,30.152563449783393,-98.0,29.5
149,30.179053893328483,-97.75,29.5
150,30.19713515325566,-97.5,29.5
151,30.284638741658107,-97.25,29.5
152,30.35399430101209,-97.0,29.5
153,30.519321422835883,-96.75,29.5
154,30.73094062681328,-96.25,29.5
155,30.7037654357622,-95.0,29.5
156,30.53985026760403,-104.5,29.75
157,30.413831863135922,-104.25,29.75
158,30.314235065298046,-104.0,29.75
159,30.18722868153306,-103.75,29.75
160,29.95572729686347,-103.5,29.75
161,30.42049044569005,-103.25,29.75
162,30.405107321938537,-103.0,29.75
163,30.43991123113441,-102.75,29.75
164,30.21051053375525,-101.25,29.75
165,29.912906645291233,-101.0,29.75
166,29.772845489091615,-100.75,29.75
167,29.863854814215582,-100.5,29.75
168,29.94415970197476,-100.25,29.75
169,29.78580860162485,-100.0,29.75
170,29.90403663493075,-99.75,29.75
171,29.980099393769006,-99.5,29.75
172,30.032215049302277,-99.25,29.75
173,30.13132701241725,-99.0,29.75
174,30.269240537707585,-98.75,29.75
175,30.348021994629214,-98.5,29.75
176,30.327944842247796,-98.25,29.75
177,30.240791556566435,-98.0,29.75
178,30.28820681817776,-97.75,29.75
179,30.23490623640604,-97.5,29.75
180,30.228883130283347,-97.25,29.75
181,30.31423973344723,-97.0,29.75
182,30.53860439346933,-96.75,29.75
183,30.737391772429245,-96.5,29.75
184,30.67531869810997,-96.25,29.75
185,30.86152992562767,-96.0,29.75
186,30.106796211482454,-94.25,29.75
187,30.18565965169826,-104.5,30.0
188,30.182873095233496,-104.25,30.0
189,30.316868877468202,-104.0,30.0
190,30.132562916121408,-103.75,30.0
191,30.035000224718644,-103.5,30.0
192,30.30152325832303,-103.25,30.0
193,30.45235353264098,-103.0,30.0
194,30.564919595517075,-102.75,30.0
195,30.749438135665304,-102.5,30.0
196,30.68820796253679,-102.25,30.0
197,30.49104681891801,-102.0,30.0
198,30.307184031210802,-101.75,30.0
199,30.236394760986933,-101.5,30.0
200,30.07880460726581,-101.25,30.0
201,30.07138752152409,-101.0,30.0
202,30.063385423057927,-100.75,30.0
203,30.09152734768577,-100.5,30.0
204,30.03168574328167,-100.25,30.0
205,30.059390724012,-100.0,30.0
206,29.951674688911925,-99.75,30.0
207,29.988884076565647,-99.5,30.0
208,29.99589086087116,-99.25,30.0
209,30.068809590197187,-99.0,30.0
210,30.156524533645445,-98.75,30.0
211,30.184348301970974,-98.5,30.0
212,30.29104452237236,-98.25,30.0
213,30.39692503182764,-98.0,30.0
214,30.233823149156077,-97.75,30.0
215,30.295800882964752,-97.5,30.0
216,30.267341278099384,-97.25,30.0
217,30.28823458834757,-97.0,30.0
218,30.577253545175502,-96.75,30.0
219,30.637521419790573,-96.5,30.0
220,30.71437072792637,-96.25,30.0
221,30.68907090151781,-96.0,30.0
222,30.98270920849217,-95.0,30.0
223,30.839685365022607,-94.5,30.0
224,30.692063554664717,-94.25,30.0
225,29.900627697106057,-104.5,30.25
226,30.07419746948961,-104.25,30.25
227,30.121491460281852,-104.0,30.25
228,30.023347096853495,-103.75,30.25
229,29.985195071756607,-103.5,30.25
230,30.35223008685996,-103.25,30.25
231,30.26794993396974,-103.0,30.25
232,30.36998613603646,-102.75,30.25
233,30.532118236860978,-102.5,30.25
234,30.598900104362446,-102.25,30.25
235,30.42571308926339,-102.0,30.25
236,30.20316982004666,-101.75,30.25
237,30.072647313838107,-101.5,30.25
238,30.084918748278422,-101.25,30.25
239,30.128350310970117,-101.0,30.25
240,30.217473700879893,-100.75,30.25
241,30.19836057334816,-100.5,30.25
242,30.201256595354955,-100.25,30.25
243,30.13774222322704,-100.0,30.25
244,30.114984362484673,-99.75,30.25
245,30.02194446581192,-99.5,30.25
246,29.998886450402026,-99.25,30.25
247,30.102046790503664,-99.0,30.25
