epoch,train_loss_std,val_rmse_fwi
0,0.3274815857207548,14.122429881043356
1,0.2650928635408483,14.021609219936778
2,0.24704399850003925,14.084700723779703
3,0.2357589920702398,14.115648364711515
4,0.22738828618017917,14.260745404646215
5,0.22079634421868025,14.511778816579648
6,0.21512886181900315,14.66812969142785
7,0.21081336861749134,14.462997496648189
8,0.20683141812358152,14.741413308726584
9,0.2034453994464724,14.429891300712
